group_id,word,part_of_speech,meaning_en,meaning_th,examples,synonyms,antonyms,word_forms,difficulty,frequency
3,Homogeneity,Noun,The quality or state of being all the same or all of the same kind.,ความเป็นเนื้อเดียวกัน,The school's student body lacks homogeneity.<br>There is a homogeneity in their musical tastes.<br>The study analyzed the homogeneity of the samples., - , - ,homogeneous, advanced,low
3,Homogeneous,Adjective,Of the same kind; alike.,ที่เหมือนกัน,The class was quite homogeneous in terms of ability.<br>The team is a homogeneous group of experts.<br>They mixed the ingredients to create a homogeneous mixture., - , - ,homogeneity, advanced,low
9,Hormone,Noun,A regulatory substance produced in an organism and transported in tissue fluids such as blood or sap to stimulate specific cells or tissues into action.,ฮอร์โมน,Hormones play a vital role in regulating the body's functions.<br>The doctor checked her hormone levels.<br>Stress can affect hormone balance., - , - ,hormonal, advanced,low
9,Hospitalize,Verb,To admit (someone) to the hospital for medical treatment.,เข้ารับการรักษาในโรงพยาบาล,He was hospitalized after the serious car accident.<br>The patient may need to be hospitalized for a few days.<br>She had to be hospitalized due to complications from the flu., - , - , hospitalization, advanced,low
13,HTML,Noun,A language for describing web pages.,เอชทีเอ็มแอล,I am learning to code in HTML.<br>The website's structure is built with HTML.<br>HTML is a fundamental language for web development., - , - ,-,intermediate,high
2,Human Resources,Noun,The department responsible for managing employee-related matters.,ทรัพยากรบุคคล,She works in the Human Resources department.<br>Human Resources handles all hiring and training.<br>The company is expanding its human resources team., - , - , - ,intermediate,medium
7,Humanitarian,Adjective,Concerned with or seeking to promote human welfare.,เกี่ยวกับมนุษยธรรม,The organization is providing humanitarian aid to the affected region.<br>He is known for his humanitarian work.<br>A humanitarian crisis has emerged in the war zone., - , - ,humanitarian, advanced,high
3,Hybrid,Adjective,Of mixed character; composed of different elements.,ผสม,The university offers a hybrid degree program that combines online and in-person classes.<br>This car has a hybrid engine.<br>The new approach is a hybrid of traditional and modern methods., - , - ,hybridization, advanced,medium
5,Hydrology,Noun,The study of water.,อุทกวิทยา,He is a professor of hydrology.<br>Hydrology is crucial for managing water resources.<br>The report is based on the principles of hydrology., - , - , hydrological,advanced,low
5,Hydropower,Noun,Electricity generated using the energy of moving water.,พลังงานน้ำ,The dam is a major source of hydropower.<br>Hydropower is a clean and renewable energy source.<br>The country's economy relies on hydropower., - , - ,-,intermediate,low
5,Hydrosphere,Noun,"All the waters on the earth's surface, such as lakes and seas, and sometimes including water over the earth's surface, such as clouds.","อุทกภาค, ส่วนที่เป็นน้ำบนโลก",The hydrosphere is vital for sustaining life on Earth.<br>Pollution of the hydrosphere is a major issue.<br>The study focuses on the interaction between the hydrosphere and the atmosphere., - , - ,-,advanced,low
9,Hygiene,Noun,"Conditions or practices conducive to maintaining health and preventing disease, especially through cleanliness.",สุขอนามัย,Good personal hygiene is important to prevent illness.<br>Food hygiene is strictly regulated in restaurants.<br>She is very careful about dental hygiene., - , - ,hygienic, intermediate,high
13,Hyperlink,Noun,"A link from a hypertext document to another location, activated by clicking on a highlighted word or image.",ไฮเปอร์ลิงก์,The article contains several hyperlinks to other websites.<br>Click on the hyperlink to open the new page.<br>I added a hyperlink to the document., - , - ,hyperlink, advanced,low
3,Ideology,Noun,"A system of ideas and ideals, especially one that forms the basis of economic or political theory and policy.",อุดมการณ์,Educational ideology often influences policy and practice.<br>He lives by a strong personal ideology.<br>The political ideology of the party is clear., - , - ,ideological, advanced,high
3,Immersive,Adjective,Providing or involving deep absorption or immersion in something.,"ที่ดื่มด่ำ, ที่ทำให้เหมือนจริง",The virtual reality tour provides an immersive learning experience.<br>He had an immersive experience in the local culture.<br>The new game creates an immersive world for players., - , - , immersion,advanced,medium
9,Immune system,Phrase,The organs and processes of the body that provide resistance to infection and toxins.,ระบบภูมิคุ้มกัน,Eating well and exercising can strengthen your immune system.<br>The virus attacks the body's immune system.<br>Your immune system protects you from disease., - , - , immunity, advanced,high
